series_key,reason,annotation_count
1692fb2ed5671a6b7380cb65c262999071a35cda71faab24598fa2c74f626997,SOURCE_ANNOTATION_NOT_IN_PYLIDC,6
16a820733fdf158addbb8b2ef5edd1b119756264fe569c115e4e3787f8cca0da,SOURCE_ANNOTATION_NOT_IN_PYLIDC,2
171baa64eec95b7c8e67d25471562ab5d408486814410c487f3f1153cbdf8a39,SOURCE_ANNOTATION_NOT_IN_PYLIDC,29
1759b2a3e873be69d7425a330a12fc0c40c16bc45b92285798e104cc7bafa434,SOURCE_ANNOTATION_NOT_IN_PYLIDC,97
17686e9c3a2e2e32aba0b76f688fce66cc332186a5fdfbe3e9b51e9434dbe44e,SOURCE_ANNOTATION_NOT_IN_PYLIDC,11
17c65da4b8b9a857d87c250ba32c895ddddef811fa55bae29c23b29e5a94054d,SOURCE_ANNOTATION_NOT_IN_PYLIDC,10
182659c8548dd675050d36261289374ac7fd9baba6af817ddcec3409c7280e64,SOURCE_ANNOTATION_NOT_IN_PYLIDC,45
18834c1a7153f09bb752934142f689cf0af2e37753faf76ed069c91c80b291be,SOURCE_ANNOTATION_NOT_IN_PYLIDC,16
18ded0043a796f67919f0ec8270434967518a8a74a7285ffcef065606d45574a,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
18f59c6d2b69fcbabb23a31c6cd0345a82bd962c4033dcf080a59b0d730d132d,SOURCE_ANNOTATION_NOT_IN_PYLIDC,1
195daf2584db59cbff9ce9d0f41fcc8e233e01b80385d62c26e1c1ccf228612b,SOURCE_ANNOTATION_NOT_IN_PYLIDC,14
196c43273206a0bf0ea61abf851bfe2627e117212bc734ac21fa4f579f457855,SOURCE_ANNOTATION_NOT_IN_PYLIDC,28
198b926aa683c91872316225b6a043342224b93fa865734f6bccd8990616f4a1,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
1a22d4f369a5affba3e9133e196df7e54d9f0f1fc6eaae649466328d3be14d32,SOURCE_ANNOTATION_NOT_IN_PYLIDC,60
1a259fc000151bc621a8396138e5e1b5cf170d8660e36dff59be3d4375ea8bef,SOURCE_ANNOTATION_NOT_IN_PYLIDC,2
1a821d53e86c5e374fce967017f38fb9d906722719b16a6c2aea27c7c70accba,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
1af09f0bb2e6117bcfcb9051151f78f867c1a7342eeac33e33e3b1c1d93660c3,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
1b6aaf1e31fab17ba20bf1bca98c32f2e053c7ed2b7ce7b65b63289be25d3d8c,SOURCE_ANNOTATION_NOT_IN_PYLIDC,45
1be0e8d89d406f3e4bdeb2ce8dc0cc7cb6cbc0626bf5238f37f39c56996fab79,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
1be72813fdc23e5629ba4300094a6234d80ea6deca140b5eceddf7b352dd5de6,SOURCE_ANNOTATION_NOT_IN_PYLIDC,22
1bede1b64557d7f0e98cde80a2e8c04b6324b43e1840f104a2f30d825cef7cd4,SOURCE_ANNOTATION_NOT_IN_PYLIDC,16
1c167dca37d699d8c8fcb4cf1c7fa5a5d74979d8a85f9d9ccca91023e1f90b75,SOURCE_ANNOTATION_NOT_IN_PYLIDC,117
1c6656b662ed8f30fed9777f1de77d4d4cc0df9d2dd769a38de27739b62b07da,SOURCE_ANNOTATION_NOT_IN_PYLIDC,45
1c85cb86cfc3040587be3252125907bdea87cdd1b07d37dc30269efe447dc010,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
1c8c2ba61c554479b651bda85e3b5b574de423a34cdf606167ba823fb95caf62,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
1ca777881c4c8778756f36dfe50c91663b5ea8a32043646faed679e2c0dd9ef5,SOURCE_ANNOTATION_NOT_IN_PYLIDC,41
1cf90ae1f109d51952ac745035dba52cc10776cdb1d2f90a7520dd937241a88e,SOURCE_ANNOTATION_NOT_IN_PYLIDC,6
1d285799741f9fac0a07bfb90614999cc6aad0fe75ac3f53dabaf14d6df10379,SOURCE_ANNOTATION_NOT_IN_PYLIDC,41
1d2ca96e12971ad9da3ea9ee1f8e35bcb1b09674133ef9fc978f164d2ea673f1,SOURCE_ANNOTATION_NOT_IN_PYLIDC,2
1db053457ba909c4ce98407e5546fc0f97396b0b53dfd569facb4fbfd44e4a06,SOURCE_ANNOTATION_NOT_IN_PYLIDC,22
1db5f56e5bacb771e7542a20ee5906cf8379d57ed8e33ec2ebca3eaab440ad51,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
1db608ab5c1f5fe6b5836c03e3ac0d113661ddee19cba73a773caaecb3b8800f,SOURCE_ANNOTATION_NOT_IN_PYLIDC,3
1e1beffc25d73674e5a46734965aa2eff47c54a3c98f1f4ddfaaeff3dbee78a9,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
1e212286961fff776f9afa3c1d12919603409ae742fc4650db3f37b037fc4f44,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
1e447745bde1ef88926cf4e13f28029999f727e5f31aec9639d127059bfda95f,SOURCE_ANNOTATION_NOT_IN_PYLIDC,9
1e4dcce6c155c1adee7f71aa7567fe90f67b5ed8f7c89ac1b363c43c23cbdbd3,SOURCE_ANNOTATION_NOT_IN_PYLIDC,34
1e5528d26faec3ae37ab403976b694bdab9cb7b513780ef9aa358c06998ed049,SOURCE_ANNOTATION_NOT_IN_PYLIDC,3
1eca9b4b3168e1149939a3fb240a936c532c73259980b44ef1c5848daee2f45f,SOURCE_ANNOTATION_NOT_IN_PYLIDC,10
1f017ff54a609ee20f88934d03bc9a0c3463be5d9ac2690a50074122f2732dc6,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
1f1de45079e055dca6d40fb53675cb5134da52a097e326e5bb9bde82a2c8d549,SOURCE_ANNOTATION_NOT_IN_PYLIDC,10
1f253b3bceb09b6d447dd74ff297db6320cfa3dab0b619e00716922d9ece15be,SOURCE_ANNOTATION_NOT_IN_PYLIDC,19
1f654505dab9efafc031754ef7651144cfef628b30f2f9d78cac7a15ae259e55,SOURCE_ANNOTATION_NOT_IN_PYLIDC,49
1fcfd3d511ef866e9648a9b7f24c22ad99237e09dfb68c7c4c13afad6d6353e9,SOURCE_ANNOTATION_NOT_IN_PYLIDC,9
200afb71e91f7522f43a185802a6d583885738175fec9770379f5b6a29f8743d,SOURCE_ANNOTATION_NOT_IN_PYLIDC,19
2012b93ba19247f10a4e56da6464cc98ecd3cbc1083f04452b70b575e37ce2a8,SOURCE_ANNOTATION_NOT_IN_PYLIDC,15
2027f74b4a33aea26184a8844382594250b4d7a80a72fa600a3c8b746bce0dad,SOURCE_ANNOTATION_NOT_IN_PYLIDC,11
20bf2c973db54894bb104a89b9e0fbde71cbf5c7288128919ae97c28378f79d8,SOURCE_ANNOTATION_NOT_IN_PYLIDC,46
21dbc35ad55b0aba6242e4e8d7b73c3aed8166c454cf549384f2dd7d6f9ab0f2,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
21f6364cf9c064130e7f5e4222e0365bfea4b9358997f28343e15c91e7877150,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
222ebdeaa4fbca86d719338e1bf7ac91ed9e30bbbe16140a7f1a85f1575e5212,SOURCE_ANNOTATION_NOT_IN_PYLIDC,48
224185d39f308c7157db8a170b8e54b19da9c457a1c87ba36540615dd10a2bf2,SOURCE_ANNOTATION_NOT_IN_PYLIDC,32
2358a3f7dd40791e94b4ec8ba9b83ddbdd368e2c689a714941e2042259bd082a,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
238376553a056457adda473a2856e7bedf3d32853646d225f44c6ff3aea0ea87,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
240fe9fcf22fb6df7736d2048fa472cf00eac9971beb14a5818c164dfb70ea93,SOURCE_ANNOTATION_NOT_IN_PYLIDC,6
24ccf4547770196b780bcf6d361826d6a3aeab8bcd7737d3f46549e8cd574cb1,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
252bea0ced4dd390d105d4e375bb7a7d7725a5efd506148ed48e4a8cc3c2fc91,SOURCE_ANNOTATION_NOT_IN_PYLIDC,19
25321c8f49c0740e9554ee83264d560eee5adbca31133c7b97de4aa626a4efd0,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
2543a59b8c362bcc23042e50e02b7e7bcd01f403fd30c0dc885603cfbae6ae5b,SOURCE_ANNOTATION_NOT_IN_PYLIDC,17
25834fcbc80daad9d321ed210e5e81f83a90a0b356333b6c5e1f4901f5b7d89b,SOURCE_ANNOTATION_NOT_IN_PYLIDC,17
25beea9001f80d2acc480e9fa1e3f0804d297f5557b6cb25ae297b2b7c2d9ff5,SOURCE_ANNOTATION_NOT_IN_PYLIDC,2
25ce7f3ccbd0bb4c08e47ca0b8644355553900060fb1476dd17e37554c8510a2,SOURCE_ANNOTATION_NOT_IN_PYLIDC,9
25f8c0b44995cd9558e059eecd6a083be3c8b9b5434ea947f6442132fdd2e3ba,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
260424e90fa3c679ef87ea2d079097574088505d19a28d0aa7e7f624bdb66dc5,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
262f4cc84d2f5424611ecb410d9b24d2a8e06bdd71ad8297344a2692ee5c8722,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
263d9e9d351840bb041daee3e49a926f5c60089479ac410f137e416058241d99,SOURCE_ANNOTATION_NOT_IN_PYLIDC,6
26b0c83c8ba9df4fe6987ec4e5a552f92716365ce539336bf8f1adae4a6b9645,SOURCE_ANNOTATION_NOT_IN_PYLIDC,10
26f224738d03b9ad2b7fdef57af563c6311d9e0d18e1a4738ed197f8bbe30064,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
26f59133a54dd07bf4aea354c2da1fa4ee84a48e958ee72c20dc6ca334c365d1,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
2705ba2b166cc142cbeb39888af71cedc1b783449526237e493f8d8c65fd7135,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
27454b8290da407deec4936e178f53c9ba970f118c05a0d7c4115cc67853e628,SOURCE_ANNOTATION_NOT_IN_PYLIDC,16
27652f2e8443f12b34a26836b759e07840b6e006b00c42ec2319b6f3411aa8a1,SOURCE_ANNOTATION_NOT_IN_PYLIDC,57
27989dfbe53765283accb68a08c0493c7968f12f13cf99330f1460c170b1e9bc,SOURCE_ANNOTATION_NOT_IN_PYLIDC,11
279f2141517aa8def3dd202bc3e8c328c0cf5a28a358b53fda80c55ddb7a1d6d,SOURCE_ANNOTATION_NOT_IN_PYLIDC,2
27dce1aa960f6f54d14a7c9a77d15db3cba7fa043b113b814c003c9e9ad1c94c,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
27f593c77af10614cb853b72f930a65af7c589d0add1fdaf35a44e2793076f48,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
28374f246b0afee052b4ef9d1f8f71584bd3cb90960c955db7264439b6451a23,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
286091ee82f5c8648d6e7694bb9f15570b1e8d53d38a362a9117ef30e96c0f1f,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
2878b3fea6922634691b9c77b8a2a715c2c83b92d4e1ad49aa2b0a628dd71e91,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
28cac77d0d68b9338cf7a29bc384be426ea6dd965d93914049844002bdc346b0,SOURCE_ANNOTATION_NOT_IN_PYLIDC,44
28e8736c0a1c9f598509bbddc9919a8109502fac0a5a5ef1ae3bb567519be243,SOURCE_ANNOTATION_NOT_IN_PYLIDC,6
292e00cea918314abd5f98b1e1de7907f8ccae82d74498d838ec88a59e256d69,SOURCE_ANNOTATION_NOT_IN_PYLIDC,13
2973ebb3db97191dd58017af201aaf32845c5c4a2e8d808f76b29865f1725fa5,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
2986ca14c24687330bfa653fb1bc72aec2c981b4f1287a4e45d0b9accd52e7e8,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
299cf3168f8f5d12ed467cf96a5b256bc7ea01b161ce4da3d2a7bbc5b63afdc6,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
29babd5a963aa3c43fdf91a2a9c3fa58d281fc1a1c4f71ec5ed68a0fc531b92c,SOURCE_ANNOTATION_NOT_IN_PYLIDC,6
2ade5c088b4e1fa51fc41f7cfa80bf59c1ab78614749a7090b347e9efa0b9840,SOURCE_ANNOTATION_NOT_IN_PYLIDC,2
2b177dd4d5bc9604a175dd5378fc8274a0e95588f62c90474c29d4e99ccb3a4c,SOURCE_ANNOTATION_NOT_IN_PYLIDC,25
2b6e1f154035b30483c0327bd2db20b0f5b3ade0f07d4339e450edd917d46fdc,SOURCE_ANNOTATION_NOT_IN_PYLIDC,15
2bc34633fe4384311b1f4b4b448dbcb9b3d7e4801f04ee04e98da3cf5723a352,SOURCE_ANNOTATION_NOT_IN_PYLIDC,108
2bf12b9e18b199e76ad17b5625087531a99b54b8917a377ae8af263cadfe20a9,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
2c1814d3d4b0d12dff142869fa8d89c204972be542524fb6ae7ca0b5ceef0dd7,SOURCE_ANNOTATION_NOT_IN_PYLIDC,4
2c543c5965b1e2bd80ac62fb67e85793cc141870f25c689dd85923862ad765e2,SOURCE_ANNOTATION_NOT_IN_PYLIDC,21
2c580ff3e63697d33d741191c828acf0657957e01b99283b3f0f856512feeeaf,SOURCE_ANNOTATION_NOT_IN_PYLIDC,21
2cb3bf035775a817864be63553fb698ac9f6c0792da5e7c783800768eb2bc06a,SOURCE_ANNOTATION_NOT_IN_PYLIDC,11
2cb7eb05836ccc155ea4610bef547b28df898abf9c05416e54e7ea644ea3b55c,SOURCE_ANNOTATION_NOT_IN_PYLIDC,13
2ceecfdc0754d62bdc36030e2a49a486552b0c874eda1522b02234e54f7d59e8,SOURCE_ANNOTATION_NOT_IN_PYLIDC,7
2d042d4b4317ef6964e9206c18a44ad56ab6aaf3c1178e7112eb67e35dc7f3e1,SOURCE_ANNOTATION_NOT_IN_PYLIDC,14
2d1789dde75a18d38430be72a04fb6542f9cccab32362269cee8051e7f2f69b5,SOURCE_ANNOTATION_NOT_IN_PYLIDC,9
2d18761c520c3474df2a991e4294d802f6b3dc8b95e9f287f06e3a70621c5e2c,SOURCE_ANNOTATION_NOT_IN_PYLIDC,12
2d1ad1ca09aa98dcdddf4ccdb5d754420cd63a38a84434c1f9d1f770d0773657,SOURCE_ANNOTATION_NOT_IN_PYLIDC,9
2d41466ef48eb162f60e10913c84585eef5d2a19a77713e43094dcdd8f969c38,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
2de448a467e0fc9eb71e7382d7c400d3bb20fe52bd7eb05cb67d6457fb2cc9f8,SOURCE_ANNOTATION_NOT_IN_PYLIDC,22
2e3cbc11b4710be4b90f5a669d8b04f99557847c0011fe6bd0e6402fb58326cd,SOURCE_ANNOTATION_NOT_IN_PYLIDC,5
2f06122d009f2db9070c39d3e5274889f2a73b711376490fa6b1b0f673b2fd1a,SOURCE_ANNOTATION_NOT_IN_PYLIDC,8
2f697ae7a7f78e87abd4815441812809d932f50ba5ef40ac73b2e09c788395a6,SOURCE_ANNOTATION_NOT_IN_PYLIDC,30
2f732626edc654f2fbfe9d656253257314a820fb4a6717e8b04dafe15ca049ed,SOURCE_ANNOTATION_NOT_IN_PYLIDC,23
