catalogue_item_id,category,entity_type,phase,model,fold,concept_or_target,result_name,scientific_question,scientific_status,availability_status,report_usage_status,source_artifact_id,source_root_alias,source_relative_path,source_field_path,source_sha256,row_or_sample_count,privacy_class,new_inference_required,report_section_id,report_table_ids,report_figure_ids,omission_reason,approval_reference,integrity_status,details
RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SPHERICITY,CAT-L,gradcam_model_fold_target,P9,standard_cbm,0,sphericity,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[0].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,479,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_0/shards"",""requested_map_count"":479,""undefined_map_count"":0,""undefined_rate"":0.0,""valid_map_count"":479}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD0-MARGIN,CAT-L,gradcam_model_fold_target,P9,standard_cbm,0,margin,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[0].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,479,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_0/shards"",""requested_map_count"":479,""undefined_map_count"":0,""undefined_rate"":0.0,""valid_map_count"":479}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD0-LOBULATION,CAT-L,gradcam_model_fold_target,P9,standard_cbm,0,lobulation,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[0].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,479,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_0/shards"",""requested_map_count"":479,""undefined_map_count"":0,""undefined_rate"":0.0,""valid_map_count"":479}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SPICULATION,CAT-L,gradcam_model_fold_target,P9,standard_cbm,0,spiculation,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[0].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,479,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_0/shards"",""requested_map_count"":479,""undefined_map_count"":46,""undefined_rate"":0.09603340292275574,""valid_map_count"":433}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD0-TEXTURE,CAT-L,gradcam_model_fold_target,P9,standard_cbm,0,texture,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[0].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,479,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_0/shards"",""requested_map_count"":479,""undefined_map_count"":0,""undefined_rate"":0.0,""valid_map_count"":479}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD1-MALIGNANCY,CAT-L,gradcam_model_fold_target,P9,standard_cbm,1,malignancy,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[1].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,502,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_1/shards"",""requested_map_count"":502,""undefined_map_count"":79,""undefined_rate"":0.15737051792828685,""valid_map_count"":423}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SUBTLETY,CAT-L,gradcam_model_fold_target,P9,standard_cbm,1,subtlety,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[1].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,502,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_1/shards"",""requested_map_count"":502,""undefined_map_count"":24,""undefined_rate"":0.04780876494023904,""valid_map_count"":478}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD1-INTERNALSTRUCTURE,CAT-L,gradcam_model_fold_target,P9,standard_cbm,1,internalStructure,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[1].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,502,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_1/shards"",""requested_map_count"":502,""undefined_map_count"":1,""undefined_rate"":0.00199203187250996,""valid_map_count"":501}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD1-CALCIFICATION,CAT-L,gradcam_model_fold_target,P9,standard_cbm,1,calcification,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[1].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,502,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_1/shards"",""requested_map_count"":502,""undefined_map_count"":193,""undefined_rate"":0.3844621513944223,""valid_map_count"":309}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SPHERICITY,CAT-L,gradcam_model_fold_target,P9,standard_cbm,1,sphericity,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[1].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,502,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_1/shards"",""requested_map_count"":502,""undefined_map_count"":1,""undefined_rate"":0.00199203187250996,""valid_map_count"":501}"
RES-P9-GRADCAM-STANDARD_CBM-FOLD1-MARGIN,CAT-L,gradcam_model_fold_target,P9,standard_cbm,1,margin,Raw FP32 Grad-CAM and occlusion inventory,Where is this frozen target spatially sensitive?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,models.standard_cbm.folds[1].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,502,PRIVATE_SOURCE_PUBLIC_AGGREGATE,False,SEC-RESULTS-WHERE,"[""RPT-T13""]","[""RPT-F07""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""display_only_overlay_normalization"":true,""full_ct_case_feasibility"":""REGISTERED_SEPARATELY_IN_CAT_Q"",""matched_random_masks_per_valid_map"":20,""occlusion_evidence_available"":true,""quantitative_faithfulness_uses_raw_fp32"":true,""raw_map_dtype"":""FP32"",""raw_map_normalized"":false,""raw_map_storage"":""mac-archive://p9/spatial/standard_cbm/fold_1/shards"",""requested_map_count"":502,""undefined_map_count"":0,""undefined_rate"":0.0,""valid_map_count"":502}"
