catalogue_item_id,category,entity_type,phase,model,fold,concept_or_target,result_name,scientific_question,scientific_status,availability_status,report_usage_status,source_artifact_id,source_root_alias,source_relative_path,source_field_path,source_sha256,row_or_sample_count,privacy_class,new_inference_required,report_section_id,report_table_ids,report_figure_ids,omission_reason,approval_reference,integrity_status,details
RES-P10-PHASE-OVERVIEW,CAT-A,phase_overview,P10,,,,"Catalogue, bilingual reporting, and private archive",What was completed in this protocol phase?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-CATALOGUE-PHASE-STATUS-SNAPSHOT,repo://,docs/results/catalogue_phase_status_snapshot.json,phase_statuses.P10,28948919f127c5c00b2084e7213c34b85abdfe52f1361319691ac3a6409d404d,,PUBLIC_DEIDENTIFIED,False,SEC-REPRODUCIBILITY,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""phase_summary"",""purpose"":""Catalogue, bilingual reporting, and private archive""}"
RES-P9-TASK-EVALUATION,CAT-A,phase_component,P9,,,,Task Evaluation,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-TASK,repo://,artifacts/baseline_v2/audit/p9/task.json,$,d62eb69568af89301c816fc505c129ab2a60cece3aff1dd66ccec567d20dfa01,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""task_evaluation"",""scientific_status"":""PASS""}"
RES-P9-BOOTSTRAP,CAT-A,phase_component,P9,,,,Bootstrap,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-BOOTSTRAP,repo://,artifacts/baseline_v2/audit/p9/bootstrap.json,$,6f834a47aeb2f10c5cfe84cd6ccdbc5c4229ff047f504b770e5d82ddd20bbb71,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""bootstrap"",""scientific_status"":""PASS""}"
RES-P9-CONCEPT-FIDELITY,CAT-A,phase_component,P9,,,,Concept Fidelity,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-CONCEPT,repo://,artifacts/baseline_v2/audit/p9/concept.json,$,f0c2ee330998b4ee8b635517093ad3f08928bc7761c6e794abd9b3a25999139a,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""concept_fidelity"",""scientific_status"":""PASS""}"
RES-P9-INTERVENTION,CAT-A,phase_component,P9,,,,Intervention,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-INTERVENTION,repo://,artifacts/baseline_v2/audit/p9/intervention.json,$,1463c23754524722e9c6ccfe28e3772b6c2a29b8821d7b6b94e1f6f82394efa7,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""intervention"",""scientific_status"":""PASS""}"
RES-P9-CONTRIBUTION-CENTERING,CAT-A,phase_component,P9,,,,Contribution Centering,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-CONTRIBUTION_CENTERING,repo://,artifacts/baseline_v2/audit/p9/contribution_centering.json,$,142356fe50bfbbfdc9592e85e456123de3a6449d11a57aa15ab47f8841993690,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""contribution_centering"",""scientific_status"":""PASS""}"
RES-P9-GRADCAM,CAT-A,phase_component,P9,,,,Gradcam,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,$,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""gradcam"",""scientific_status"":""PASS""}"
RES-P9-OCCLUSION-FAITHFULNESS,CAT-A,phase_component,P9,,,,Occlusion Faithfulness,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,$,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""occlusion_faithfulness"",""scientific_status"":""PASS""}"
RES-P9-UNDEFINED-MAP-RCA,CAT-A,phase_component,P9,,,,Undefined Map Rca,Which P9 evaluation component produced this evidence?,PASS,RESULT_ALREADY_EXISTS,USED_MAIN_TEXT,ART-P9-SPATIAL,repo://,artifacts/baseline_v2/audit/p9/spatial.json,$,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf,,PUBLIC_DEIDENTIFIED,False,SEC-RESULTS,[],[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""component"":""undefined_map_rca"",""scientific_status"":""PASS""}"
RES-P5-BLACKBOX-FOLD0-TRAIN-TEST,CAT-B,model_fold_run,P5,blackbox,0,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P5-FOLD0-AUDIT,repo://,artifacts/baseline_v2/audit/p5/fold_0.json,$,8a26f60f61cd084b0333779541f3aefe59b565d8c075b7f1a2dba5a92f856c11,479,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""14"",""best_validation_objective"":""task_mse=0.0199759813899636"",""checkpoint"":""mac-archive://blackbox/fold_0/best.pt"",""evaluation"":""mac-archive://blackbox/fold_0/test_evaluation.json"",""metrics"":""mac-archive://blackbox/fold_0/metrics.json"",""n_test"":479,""pearson"":0.7273738908734001,""predictions"":""mac-archive://blackbox/fold_0/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.6499290631630589,""test_mae"":0.4985995429127931,""test_rmse"":0.6436540272338708,""test_transaction_count"":1}"
RES-P5-BLACKBOX-FOLD1-TRAIN-TEST,CAT-B,model_fold_run,P5,blackbox,1,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P5-FOLD1-AUDIT,repo://,artifacts/baseline_v2/audit/p5/fold_1.json,$,ed15f31b24178b9ef398efe4c1951e6c8e4318cf8c1e2afbfcbcb896bfee2419,502,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""19"",""best_validation_objective"":""task_mse=0.0247182929771812"",""checkpoint"":""mac-archive://blackbox/fold_1/best.pt"",""evaluation"":""mac-archive://blackbox/fold_1/test_evaluation.json"",""metrics"":""mac-archive://blackbox/fold_1/metrics.json"",""n_test"":502,""pearson"":0.7595510719761958,""predictions"":""mac-archive://blackbox/fold_1/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.6936358843118009,""test_mae"":0.4939078626366379,""test_rmse"":0.6383673108280663,""test_transaction_count"":1}"
RES-P5-BLACKBOX-FOLD2-TRAIN-TEST,CAT-B,model_fold_run,P5,blackbox,2,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P5-FOLD2-AUDIT,repo://,artifacts/baseline_v2/audit/p5/fold_2.json,$,e9e78ae1cdc7f9232e84b0a77c810c5323b77b5f59e58f08f8236e0d1e253be9,539,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""10"",""best_validation_objective"":""task_mse=0.0238741965997411"",""checkpoint"":""mac-archive://blackbox/fold_2/best.pt"",""evaluation"":""mac-archive://blackbox/fold_2/test_evaluation.json"",""metrics"":""mac-archive://blackbox/fold_2/metrics.json"",""n_test"":539,""pearson"":0.6831627599534256,""predictions"":""mac-archive://blackbox/fold_2/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.5913085346401876,""test_mae"":0.5037442204313803,""test_rmse"":0.6362184048506548,""test_transaction_count"":1}"
RES-P5-BLACKBOX-FOLD3-TRAIN-TEST,CAT-B,model_fold_run,P5,blackbox,3,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P5-FOLD3-AUDIT,repo://,artifacts/baseline_v2/audit/p5/fold_3.json,$,d01689173d76116d03f4a989c8e712e8298e114a49b4850aafde66515d707821,549,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""15"",""best_validation_objective"":""task_mse=0.0228595164578849"",""checkpoint"":""mac-archive://blackbox/fold_3/best.pt"",""evaluation"":""mac-archive://blackbox/fold_3/test_evaluation.json"",""metrics"":""mac-archive://blackbox/fold_3/metrics.json"",""n_test"":549,""pearson"":0.7543043052310463,""predictions"":""mac-archive://blackbox/fold_3/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.6820793123632936,""test_mae"":0.5176326571203175,""test_rmse"":0.6580037730295222,""test_transaction_count"":1}"
RES-P5-BLACKBOX-FOLD4-TRAIN-TEST,CAT-B,model_fold_run,P5,blackbox,4,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P5-FOLD4-AUDIT,repo://,artifacts/baseline_v2/audit/p5/fold_4.json,$,46b98dc707f5e3cb78574645e34055c040e0e53b650670eb8f32e7eb1e3ba18a,564,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""38"",""best_validation_objective"":""task_mse=0.0193156898568515"",""checkpoint"":""mac-archive://blackbox/fold_4/best.pt"",""evaluation"":""mac-archive://blackbox/fold_4/test_evaluation.json"",""metrics"":""mac-archive://blackbox/fold_4/metrics.json"",""n_test"":564,""pearson"":0.6711615820034815,""predictions"":""mac-archive://blackbox/fold_4/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.5671153369532372,""test_mae"":0.4887913125732266,""test_rmse"":0.6343818900806175,""test_transaction_count"":1}"
RES-P9-OOF-BLACKBOX,CAT-B,pooled_oof,P9,blackbox,,,Canonical pooled OOF prediction set,Does the model have exactly one frozen OOF prediction per nodule?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P9-OOF-BLACKBOX,mac-archive://,p9/canonical_oof/blackbox_oof_predictions.parquet,$,6f7e8b840638cfcce3427a1a1e63155860f1067ac6d09f10e7c43aa74a2763e8,2633,PRIVATE_RESTRICTED,False,SEC-RESULTS-PREDICTION,"[""RPT-T07"",""RPT-T09""]","[""RPT-F04"",""RPT-F06""]",,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""exactly_once"":true,""unique_nodules"":2633,""unique_patients"":868}"
RES-P6-STANDARD_CBM-FOLD0-TRAIN-TEST,CAT-B,model_fold_run,P6,standard_cbm,0,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P6-FOLD0-AUDIT,repo://,artifacts/baseline_v2/audit/p6/fold_0.json,$,19448b57bc663a7c37f06c6368ba33ad4375958f946791318d83c03b0e72045c,479,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""concept=10;task=78"",""best_validation_objective"":""concept_loss=0.05533502922009896;task_mse=0.0210190602194737"",""checkpoint"":""mac-archive://standard_cbm/fold_0/concept_stage/best.pt+task_stage/best.pt"",""evaluation"":""mac-archive://standard_cbm/fold_0/test_evaluation.json"",""metrics"":""mac-archive://standard_cbm/fold_0/metrics.json"",""n_test"":479,""pearson"":0.7138429451188889,""predictions"":""mac-archive://standard_cbm/fold_0/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.6123154615402236,""test_mae"":0.4988452806685148,""test_rmse"":0.6574414507567828,""test_transaction_count"":1}"
RES-P6-STANDARD_CBM-FOLD1-TRAIN-TEST,CAT-B,model_fold_run,P6,standard_cbm,1,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P6-FOLD1-AUDIT,repo://,artifacts/baseline_v2/audit/p6/fold_1.json,$,c0eea000eb244f6ce2f1a19d52e2b096e97dc174a0e866ac8b9b82eb98db9757,502,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""concept=16;task=79"",""best_validation_objective"":""concept_loss=0.056864608094813016;task_mse=0.02797076313486903"",""checkpoint"":""mac-archive://standard_cbm/fold_1/concept_stage/best.pt+task_stage/best.pt"",""evaluation"":""mac-archive://standard_cbm/fold_1/test_evaluation.json"",""metrics"":""mac-archive://standard_cbm/fold_1/metrics.json"",""n_test"":502,""pearson"":0.7633043564117143,""predictions"":""mac-archive://standard_cbm/fold_1/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.6680635237495806,""test_mae"":0.4859801174733902,""test_rmse"":0.6239548127290426,""test_transaction_count"":1}"
RES-P6-STANDARD_CBM-FOLD2-TRAIN-TEST,CAT-B,model_fold_run,P6,standard_cbm,2,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P6-FOLD2-AUDIT,repo://,artifacts/baseline_v2/audit/p6/fold_2.json,$,86548c45fb38f106caee903327a41733835e9495d065b8b32d33c032ae714d96,539,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""concept=38;task=77"",""best_validation_objective"":""concept_loss=0.042714681405708374;task_mse=0.023088344276198706"",""checkpoint"":""mac-archive://standard_cbm/fold_2/concept_stage/best.pt+task_stage/best.pt"",""evaluation"":""mac-archive://standard_cbm/fold_2/test_evaluation.json"",""metrics"":""mac-archive://standard_cbm/fold_2/metrics.json"",""n_test"":539,""pearson"":0.6646278167873299,""predictions"":""mac-archive://standard_cbm/fold_2/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.5820413405100258,""test_mae"":0.5069241855862557,""test_rmse"":0.6524280471594035,""test_transaction_count"":1}"
RES-P6-STANDARD_CBM-FOLD3-TRAIN-TEST,CAT-B,model_fold_run,P6,standard_cbm,3,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P6-FOLD3-AUDIT,repo://,artifacts/baseline_v2/audit/p6/fold_3.json,$,194c99f34d3331d67f601cf3f6119820759d7f62f08a716140cda4c3627d0552,549,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""concept=6;task=79"",""best_validation_objective"":""concept_loss=0.04768075685040867;task_mse=0.02322244418723117"",""checkpoint"":""mac-archive://standard_cbm/fold_3/concept_stage/best.pt+task_stage/best.pt"",""evaluation"":""mac-archive://standard_cbm/fold_3/test_evaluation.json"",""metrics"":""mac-archive://standard_cbm/fold_3/metrics.json"",""n_test"":549,""pearson"":0.7314574369473464,""predictions"":""mac-archive://standard_cbm/fold_3/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.6539239065184747,""test_mae"":0.5189013994311881,""test_rmse"":0.6724531701331045,""test_transaction_count"":1}"
RES-P6-STANDARD_CBM-FOLD4-TRAIN-TEST,CAT-B,model_fold_run,P6,standard_cbm,4,,"Frozen training, best checkpoint, and exactly-once test evaluation",What did this model-fold run produce?,PASS,RESULT_ALREADY_EXISTS,USED_APPENDIX,ART-P6-FOLD4-AUDIT,repo://,artifacts/baseline_v2/audit/p6/fold_4.json,$,2aefa973f5ae7b6093cace42ffad598e25f120150ce428becf7c19b81ea32f80,564,PRIVATE_SOURCE_PUBLIC_AUDIT,False,SEC-EXPERIMENTAL-SETUP,"[""RPT-T05""]",[],,RESULTS_CATALOGUE_PLAN:eb3aa9110fc06acd8cd9e2a375b64bcfa5a60d768ef6f37f16e1c693576c5c93,VERIFIED,"{""best_epoch"":""concept=18;task=78"",""best_validation_objective"":""concept_loss=0.05607881250936997;task_mse=0.02483981925734254"",""checkpoint"":""mac-archive://standard_cbm/fold_4/concept_stage/best.pt+task_stage/best.pt"",""evaluation"":""mac-archive://standard_cbm/fold_4/test_evaluation.json"",""metrics"":""mac-archive://standard_cbm/fold_4/metrics.json"",""n_test"":564,""pearson"":0.6550445691267522,""predictions"":""mac-archive://standard_cbm/fold_4/test_predictions.parquet"",""scheduler_terminal_status_distinct_from_scientific_status"":true,""scientific_status"":""PASS"",""spearman"":0.5142575435525171,""test_mae"":0.4980956222113424,""test_rmse"":0.6399085079475433,""test_transaction_count"":1}"
